"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR439","CAFR5439","Anew Carbon Development, LLC","Bluesource – Edge of Appalachia Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","01/31/2019","01/31/2019","09/30/2043","N/A","Listed - Active ARB Project","11/07/2018","Adams, Pike and Highland counties","OHIO","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","829168","View","NA",
"ACR403","CAMM5403","Anew Carbon Development, LLC","Bluesource GCS Bear Canyon","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","03/02/2018","03/02/2018","11/30/2027","N/A","Listed - Active ARB Project","01/25/2018","794 North C Canyon Road, East Carbon","UTAH","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","131023","View","",
"ACR407","CAMM5407","Environmental Commodities Corporation","BMMC1","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","12/01/2017","12/01/2017","11/30/2028","N/A","Listed - Active ARB Project","01/29/2018","Cameron","WEST VIRGINIA; PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.","N/A","1153452","View","n/a",
"ACR105","N/A","F.I.T Timber Ltd","Boa Vista A/R","Forest Carbon","AR-ACM0001 Afforestation and Reforestation of Degraded Land","05/14/1999","05/14/1999","05/13/2039","Canceled","Not ARB or Ecology Eligible","03/21/2022","Boa Vista","Roraima","BR","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","3674586","View","",
"ACR806","CAMM5806","Keyrock Environment LLC","Bonny Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","02/12/2022","02/12/2022","10/31/2031","N/A","Listed - Active ARB Project","08/22/2022","Mount Hope","WEST VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","107096","View","",
"ACR106","N/A","Biogas Energy Solutions","Brickyard LFG to Energy","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","09/01/1999","09/01/1999","07/01/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Danville","ILLINOIS","US","","ERT","","138492","View","",
"ACR920","N/A","Loci Controls, Inc.","Broome County Nanticoke Landfill, Binghamton, NY:  GHG Emissions Reduction Automation Collection of Landfill Gas","Landfill Gas Capture & Combustion","Landfill Gas Destruction and Beneficial Use Projects","06/01/2023","06/01/2023","05/31/2033","Listed","Not ARB or Ecology Eligible","09/15/2023","286 Knapp Rd Binghamton, NY 13905","NEW YORK","US","03: Good Health and Well-Being;07: Affordable and Clean Energy;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","","","View","",
"ACR200","CAFR5200","Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust","Brush Creek","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","12/10/2013","12/10/2013","12/09/2038","N/A","Listed - Active ARB Project","12/31/2013","6 miles northeast of Point Arena CA","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","S&A Carbon, LLC","N/A","158917","View","",
"ACR908","CAMM5908","NextEra Energy Marketing, LLC","Buchanan VAM VS-16","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","07/26/2022","07/26/2022","12/31/2032","N/A","Listed - Active ARB Project","07/26/2023","18900 Dismal River Road, Whitewood","VIRGINIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SES, Inc.","N/A","264861","View","",
"ACR1031","N/A","The Climate Trust","Burnett County Timberlands","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","02/28/2024","02/28/2024","02/27/2044","Listed","Not ARB or Ecology Eligible","05/24/2024","Burnett County","WISCONSIN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR1024","N/A","Weyerhaeuser Company","Calabrella IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","04/08/2024","04/08/2024","04/07/2044","Listed","Not ARB or Ecology Eligible","05/08/2024","Central Mississippi","MISSISSIPPI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","","","View","",
"ACR1057","N/A","EFM Investments & Advisory, Inc.","Calawah-Bogachiel IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","01/01/2023","01/01/2023","12/31/2042","Listed","Not ARB or Ecology Eligible","10/01/2024","Clallam County","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR900","N/A","Nativstate LLC","Calion Ouachita River Wilderness","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","05/17/2023","05/17/2023","05/16/2043","Listed","Not ARB or Ecology Eligible","11/07/2023","Arkansas, US","ARKANSAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","","View","www.nativstate.com/project-acr-900/",
"ACR107","N/A","E+Co","Camargo Fuel Substitution","Fuel Switching","Fuel switching from coal and/or petroleum fuels to natural gas in existing Power Plant for electricity generation","01/01/2005","01/01/2005","12/31/2014","Completed","Not ARB or Ecology Eligible","05/01/2012","Camargo","Nor Ciniti","BO","","CONSOT SRL – SERVICIOS DE CONSULTORIA","","1138","View","",
"ACR242","CAMM5172","Vessels Carbon Solutions","Cambria 33 Abandoned Mine Methane Capture and Use Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","06/22/2018","06/22/2018","12/31/2027","N/A","Listed - Active ARB Project","02/26/2015","Ebensburg","PENNSYLVANIA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SCS Global Services (Scientific Certification Systems)","N/A","221141","View","",
"ACR288","CAFR5238","280","Camp Shelby Forest Carbon Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","07/29/2015","07/29/2015","07/28/2040","N/A","Listed - Active ARB Project","10/30/2015","Forrest and Perry Counties","MISSISSIPPI","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","36017","View","",
"ACR942","N/A","Terra Verde Inc","Cape Fox Carbon IFM","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","09/29/2023","09/29/2023","09/28/2043","Listed","Not ARB or Ecology Eligible","11/22/2023","Ketchikan","ALASKA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","","","View","www.capefoxcorp.com",
"ACR377","CAFR5377","California Timberlands 2 LLC","Cappell Creek Improved Forest Management Project","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","09/16/2016","09/16/2016","03/16/2041","N/A","Transferred ARB or Ecology Project","10/29/2021","Humboldt County, CA","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","TÜV SÜD America, Inc. – Ruby Canyon","N/A","397743","View","",
"ACR881","N/A","Newlight Technologies, Inc.","Capture and removal of fugitive venting coal mine methane 50-5","Coal Mine Methane","Capturing and Destroying Methane from Coal and Trona Mines in North America","01/10/2024","01/10/2024","01/09/2034","Listed","Not ARB or Ecology Eligible","01/31/2024","Greene County, PA","PENNSYLVANIA","US","03: Good Health and Well-Being;08: Decent Work and Economic Growth;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action;15: Life on Land","First Environment, Inc.","","","View","www.newlight.com",
"ACR630","CAMM5630","Sunrise Energy, LLC","Carlisle Abandoned Mine Methane Recovery Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","02/25/2021","02/25/2021","02/24/2032","N/A","Listed - Active ARB Project","01/10/2023","1466 E. State Road 58, Carlisle","INDIANA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","SCS Global Services (Scientific Certification Systems)","N/A","145042","View","",
"ACR408","N/A","Camco EAM, LLC","Castelanelli Bros Dairy Digester","Livestock Waste Management","AMS-III.Y: Methane avoidance through separation of solids from wastewater or manure treatment systems","07/01/2018","07/01/2018","12/31/2019","Completed","Not ARB or Ecology Eligible","04/29/2021","San Joaquin County","CALIFORNIA","US","09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action","First Environment, Inc.","First Environment, Inc.","11295","View","",
"ACR1056","N/A","EFM Investments & Advisory, Inc.","Cedar Flats IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","05/01/2022","05/01/2022","04/30/2042","Listed","Not ARB or Ecology Eligible","10/01/2024","Jefferson County","WASHINGTON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","","","","View","",
"ACR784","CAMM5784","Pioneer Oil Company, Inc.","Century/Powhatan No. 6 MMC Project","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","09/30/2023","09/30/2023","12/31/2033","N/A","ARB Terminated","07/19/2024","43521 Mayhugh Hill Rd, Beasville, OH","OHIO","US","09: Industry, Innovation and Infrastructure;13: Climate Action","","N/A","","View","",
"ACR1060","N/A","Therm Solutions Inc.","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants-2024001","Industrial Process Emissions","Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","08/06/2022","08/06/2022","08/05/2037","Listed","Not ARB or Ecology Eligible","07/19/2024","Livonia, Michigan","MICHIGAN","US","03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","","","View","",
"ACR651","CAMM5651","CH4 Solutions LLC","CH4 - BWM Carbon Capture Project 1","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","01/19/2021","01/19/2021","08/15/2030","N/A","Listed - Active ARB Project","07/19/2021","Brookwood","ALABAMA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.","N/A","64213","View","",
"ACR800","CAMM5800","CH4 Solutions LLC","CH4-BWM Carbon Capture Project 2","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","10/18/2021","10/18/2021","10/17/2031","N/A","Listed - Active ARB Project","10/25/2022","Jefferson County","ALABAMA","US","09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.","N/A","54665","View","",
"ACR1006","N/A","1169","Challenge Tree Farm IFM Project","Forest Carbon","Improved Forest Management (IFM) on Non-Federal U.S. Forestlands","10/10/2022","10/10/2022","10/09/2042","Listed","Not ARB or Ecology Eligible","03/22/2024","Yuba and Butte County","CALIFORNIA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","SCS Global Services (Scientific Certification Systems)","","","View","",
"ACR909","ECYFR909","Opal Mountain LLC","Cherry Creek Forest Carbon Project","Forest Carbon","ECY Compliance Offset Protocol: U.S. Forest Projects","11/15/2023","11/15/2023","11/14/2043","N/A","Listed - Proposed Project","07/03/2024","Jefferson and Wheeler County","OREGON","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","","","View","",
"ACR109","N/A","Chesapeake Energy","Chesapeake Mizer Pneumatic Retrofit","Industrial Process Emissions","Conversion of High-Bleed Pneumatic Controllers in Oil and Natural Gas Systems","01/01/2008","01/01/2008","12/31/2017","Completed","Not ARB or Ecology Eligible","07/26/2022","Oklahoma, Texas, New Mexico, Kansas and Arkansas","OKLAHOMA; ALASKA; KANSAS; NEW MEXICO; TEXAS","US","07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;13: Climate Action","","","541804","View","",
"ACR110","N/A","Biogas Energy Solutions","Chicago LFG to Energy","Landfill Gas Capture & Combustion","Monitoring, Reporting and Verification Protocol for Landfill Gas Combustion","02/01/1998","02/01/1998","07/01/2007","Completed","Not ARB or Ecology Eligible","05/01/2012","Chicago","ILLINOIS","US","","ERT","","62262","View","",
"ACR380","N/A","Bank of Montreal","CIG Pilot Project 1 - Nitrogen Management Credit Program (NMCP) Project","Agricultural Land Management","N2O Emission Reductions through Reduced Use of Fertilizer on Agricultural Crops","04/01/2013","04/01/2013","03/31/2020","Completed","Not ARB or Ecology Eligible","07/26/2022","NCR","IOWA; INDIANA; MINNESOTA","US","02: Zero Hunger;06: Clean Water and Sanitation;13: Climate Action","Environmental Services, Inc.","","70","View","",
"ACR390","CALS5390","3Degrees Group, Inc.","Clean Fuel Partners Dane County Biodigester","Livestock Waste Management","ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems","04/01/2016","04/01/2016","03/31/2027","N/A","ARB Terminated","01/06/2024","6321 Cuba Valley Road, Dane County","WISCONSIN","US","02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.","N/A","47847","View","",
"ACR250","CAFR5203","Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust","Clear Heart","Forest Carbon","ARB Compliance Offset Protocol: U.S. Forest Projects","04/28/2015","04/28/2015","04/27/2040","N/A","ARB Inactive","01/04/2024","Mendocino and Sonoma Counties","CALIFORNIA","US","06: Clean Water and Sanitation;13: Climate Action;15: Life on Land","","N/A","","View","",
"ACR594","CAMM5594","Environmental Commodities Corporation","CMMC1","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","10/09/2019","10/09/2019","03/31/2030","N/A","Listed - Active ARB Project","10/07/2020","Cadiz","OHIO","US","09: Industry, Innovation and Infrastructure;13: Climate Action","First Environment of California, Inc.","N/A","36373","View","www.eccintl.com",
"ACR1051","CAMM1051","Environmental Commodities Corporation","CMMC2","Coal Mine Methane","ARB Compliance Offset Protocol: Mine Methane Capture Projects","02/09/2024","02/09/2024","02/09/2034","N/A","Listed - Proposed Project","08/14/2024","Manitou, Kentucky","KENTUCKY","US","09: Industry, Innovation and Infrastructure;13: Climate Action","Dillon Consulting Limited","N/A","","View","",
